Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Christchurch Aero,4843,H32451,-43.493,172.537,37,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

UserName is = raazesh.sainudiin
Total number of rows output = 20904
Number of rows remaining in subscription = 1968948
Copyright NIWA 2011 Subject to NIWA's Terms and Conditions
See: http://cliflo.niwa.co.nz/pls/niwp/doc/terms.html
Comments to: cliflo@niwa.co.nz
// Raaz's Modification of the Text File
// With vi I removed time stamps ":0800" and ":0900" 
// of the daily measurements that interrupted Matlab simple dlmread
// by substitution command ":%s/:0900//g" and ":%s/:0800//g"
// Replaced missing data character '-' with 'NaN' by ":%s/-/NaN/g" in vi
// Replaced 'NaN[0-9]' by '-[0-9]' to leave minus signs alone 
// Removed the last column of "D" for "by definition i.e. grid points"
// using ':%s/,D//g'
// also moved this block from the bottom of file to here.  
// Raaz, 
// Sun 27 Mar 2011 19:26:37 NZDT

Max_min: Daily
Stationate(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
4843,19751029,11.9,24,5.8,24,1.9,24,NaN,NaN,NaN
4843,19751030,17.0,24,8.0,24,6.4,24,NaN,NaN,NaN
4843,19751031,15.7,24,5.6,24,3.6,24,NaN,NaN,NaN
4843,19751101,14.7,24,8.2,24,6.0,24,NaN,NaN,NaN
4843,19751102,23.2,24,10.1,24,6.2,24,NaN,NaN,NaN
4843,19751103,20.4,24,6.8,24,6.6,24,NaN,NaN,NaN
4843,19751104,10.1,24,7.7,24,6.8,24,NaN,NaN,NaN
4843,19751105,11.9,24,7.2,24,6.8,24,NaN,NaN,NaN
4843,19751106,12.8,24,8.0,24,8.6,24,NaN,NaN,NaN
4843,19751107,17.6,24,7.1,24,3.7,24,NaN,NaN,NaN
4843,19751108,23.0,24,8.0,24,8.0,24,NaN,NaN,NaN
4843,19751109,12.8,24,5.4,24,-1.2,24,NaN,NaN,NaN
4843,19751110,14.7,24,8.6,24,6.0,24,NaN,NaN,NaN
4843,19751111,15.2,24,7.2,24,5.0,24,NaN,NaN,NaN
4843,19751112,22.8,24,6.9,24,2.4,24,NaN,NaN,NaN
4843,19751113,22.5,24,8.0,24,4.5,24,NaN,NaN,NaN
4843,19751114,16.7,24,6.5,24,5.8,24,NaN,NaN,NaN
4843,19751115,13.8,24,0.1,24,-4.0,24,NaN,NaN,NaN
4843,19751116,15.7,24,8.2,24,1.8,24,NaN,NaN,NaN
4843,19751117,24.3,24,7.2,24,6.6,24,NaN,NaN,NaN
4843,19751118,12.4,24,2.6,24,-2.8,24,NaN,NaN,NaN
4843,19751119,15.8,24,10.0,24,7.5,24,NaN,NaN,NaN
4843,19751120,18.7,24,7.2,24,6.1,24,NaN,NaN,NaN
4843,19751121,15.1,24,2.6,24,-0.1,24,NaN,NaN,NaN
4843,19751122,12.9,24,0.6,24,-2.0,24,NaN,NaN,NaN
4843,19751123,13.2,24,5.8,24,4.8,24,NaN,NaN,NaN
4843,19751124,14.3,24,0.8,24,-4.0,24,NaN,NaN,NaN
4843,19751125,18.5,24,11.3,24,9.0,24,NaN,NaN,NaN
4843,19751126,25.1,24,12.3,24,8.3,24,NaN,NaN,NaN
4843,19751127,30.3,24,11.3,24,10.3,24,NaN,NaN,NaN
4843,19751128,23.9,24,6.7,24,0.2,24,NaN,NaN,NaN
4843,19751129,24.5,24,9.5,24,3.9,24,NaN,NaN,NaN
4843,19751130,24.4,24,8.1,24,3.9,24,NaN,NaN,NaN
4843,19751201,23.8,24,4.5,24,-0.2,24,NaN,NaN,NaN
4843,19751202,22.2,24,9.6,24,5.3,24,NaN,NaN,NaN
4843,19751203,17.4,24,7.5,24,7.1,24,NaN,NaN,NaN
4843,19751204,15.4,24,9.4,24,9.0,24,NaN,NaN,NaN
4843,19751205,17.0,24,12.2,24,10.2,24,NaN,NaN,NaN
4843,19751206,24.9,24,4.0,24,-0.6,24,NaN,NaN,NaN
4843,19751207,19.8,24,2.9,24,-2.9,24,NaN,NaN,NaN
4843,19751208,19.6,24,5.7,24,1.9,24,NaN,NaN,NaN
4843,19751209,26.0,24,11.1,24,10.5,24,NaN,NaN,NaN
4843,19751210,29.4,24,18.4,24,14.9,24,NaN,NaN,NaN
4843,19751211,23.1,24,7.8,24,1.8,24,NaN,NaN,NaN
4843,19751212,20.7,24,8.8,24,5.9,24,NaN,NaN,NaN
4843,19751213,26.2,24,11.1,24,8.5,24,NaN,NaN,NaN
4843,19751214,35.4,24,11.0,24,9.9,24,NaN,NaN,NaN
4843,19751215,16.5,24,3.4,24,-2.9,24,NaN,NaN,NaN
4843,19751216,19.6,24,11.5,24,11.0,24,NaN,NaN,NaN
4843,19751217,20.1,24,11.7,24,9.4,24,NaN,NaN,NaN
4843,19751218,21.0,24,11.4,24,11.4,24,NaN,NaN,NaN
4843,19751219,26.5,24,11.9,24,5.1,24,NaN,NaN,NaN
4843,19751220,27.1,24,6.0,24,0.8,24,NaN,NaN,NaN
4843,19751221,20.8,24,6.0,24,0.2,24,NaN,NaN,NaN
4843,19751222,19.3,24,9.9,24,7.0,24,NaN,NaN,NaN
4843,19751223,21.1,24,6.0,24,1.9,24,NaN,NaN,NaN
4843,19751224,17.1,24,6.9,24,4.3,24,NaN,NaN,NaN
4843,19751225,27.8,24,5.9,24,3.8,24,NaN,NaN,NaN
4843,19751226,13.2,24,3.6,24,1.7,24,NaN,NaN,NaN
4843,19751227,13.7,24,6.5,24,5.3,24,NaN,NaN,NaN
4843,19751228,18.0,24,9.7,24,8.5,24,NaN,NaN,NaN
4843,19751229,14.5,24,8.9,24,8.1,24,NaN,NaN,NaN
4843,19751230,16.5,24,7.7,24,4.7,24,NaN,NaN,NaN
4843,19751231,16.9,24,11.7,24,13.4,24,NaN,NaN,NaN
4843,19760101,19.6,24,11.4,24,11.4,24,NaN,NaN,NaN
4843,19760102,15.9,24,11.4,24,11.4,24,NaN,NaN,NaN
4843,19760103,20.7,24,11.5,24,8.2,24,NaN,NaN,NaN
4843,19760104,20.5,24,13.0,24,10.4,24,NaN,NaN,NaN
4843,19760105,23.5,24,12.8,24,11.1,24,NaN,NaN,NaN
4843,19760106,24.6,24,15.0,24,11.8,24,NaN,NaN,NaN
4843,19760107,21.5,24,10.4,24,10.3,24,NaN,NaN,NaN
4843,19760108,18.6,24,12.1,24,12.1,24,NaN,NaN,NaN
4843,19760109,18.9,24,14.1,24,14.1,24,NaN,NaN,NaN
4843,19760110,21.7,24,16.0,24,14.1,24,NaN,NaN,NaN
4843,19760111,20.4,24,9.1,24,7.1,24,NaN,NaN,NaN
4843,19760112,17.6,24,10.9,24,9.5,24,NaN,NaN,NaN
4843,19760113,18.7,24,13.9,24,13.1,24,NaN,NaN,NaN
4843,19760114,16.2,24,14.4,24,14.4,24,NaN,NaN,NaN
4843,19760115,19.7,24,12.9,24,12.9,24,NaN,NaN,NaN
4843,19760116,20.2,24,13.9,24,14.2,24,NaN,NaN,NaN
4843,19760117,21.8,24,14.3,24,12.5,24,NaN,NaN,NaN
4843,19760118,28.3,24,9.6,24,2.2,24,NaN,NaN,NaN
4843,19760119,19.1,24,10.1,24,8.5,24,NaN,NaN,NaN
4843,19760120,16.7,24,10.4,24,7.6,24,NaN,NaN,NaN
4843,19760121,19.3,24,9.7,24,3.8,24,NaN,NaN,NaN
4843,19760122,26.8,24,11.3,24,9.4,24,NaN,NaN,NaN
4843,19760123,18.8,24,12.8,24,10.8,24,NaN,NaN,NaN
4843,19760124,17.0,24,9.5,24,7.9,24,NaN,NaN,NaN
4843,19760125,16.5,24,11.8,24,11.4,24,NaN,NaN,NaN
4843,19760126,18.1,24,13.8,24,12.7,24,NaN,NaN,NaN
4843,19760127,22.2,24,16.6,24,14.6,24,NaN,NaN,NaN
4843,19760128,27.0,24,13.0,24,10.4,24,NaN,NaN,NaN
4843,19760129,22.6,24,6.4,24,1.8,24,NaN,NaN,NaN
4843,19760130,18.9,24,6.3,24,2.7,24,NaN,NaN,NaN
4843,19760131,16.6,24,8.4,24,7.8,24,NaN,NaN,NaN
4843,19760201,15.5,24,7.8,24,6.0,24,NaN,NaN,NaN
4843,19760202,17.6,24,4.4,24,6.3,24,NaN,NaN,NaN
4843,19760203,23.3,24,10.1,24,6.7,24,NaN,NaN,NaN
4843,19760204,21.9,24,9.9,24,5.4,24,NaN,NaN,NaN
4843,19760205,18.3,24,10.1,24,7.2,24,NaN,NaN,NaN
4843,19760206,19.9,24,12.0,24,9.0,24,NaN,NaN,NaN
4843,19760207,20.9,24,9.4,24,9.6,24,NaN,NaN,NaN
4843,19760208,11.9,24,8.3,24,7.4,24,NaN,NaN,NaN
4843,19760209,13.3,24,8.3,24,8.2,24,NaN,NaN,NaN
4843,19760210,12.2,24,5.0,24,2.9,24,NaN,NaN,NaN
4843,19760211,17.4,24,10.1,24,8.9,24,NaN,NaN,NaN
4843,19760212,24.3,24,11.8,24,7.4,24,NaN,NaN,NaN
4843,19760213,18.6,24,8.9,24,5.0,24,NaN,NaN,NaN
4843,19760214,14.2,24,8.8,24,7.5,24,NaN,NaN,NaN
4843,19760215,15.1,24,6.8,24,4.5,24,NaN,NaN,NaN
4843,19760216,15.8,24,4.6,24,0.6,24,NaN,NaN,NaN
4843,19760217,18.4,24,9.3,24,10.0,24,NaN,NaN,NaN
4843,19760218,17.6,24,7.0,24,4.7,24,NaN,NaN,NaN
4843,19760219,19.5,24,6.2,24,2.6,24,NaN,NaN,NaN
4843,19760220,28.1,24,13.0,24,12.0,24,NaN,NaN,NaN
4843,19760221,17.5,24,5.9,24,2.8,24,NaN,NaN,NaN
4843,19760222,17.6,24,10.3,24,7.1,24,NaN,NaN,NaN
4843,19760223,20.9,24,7.3,24,2.8,24,NaN,NaN,NaN
4843,19760224,18.1,24,7.6,24,2.2,24,NaN,NaN,NaN
4843,19760225,21.9,24,9.0,24,5.3,24,NaN,NaN,NaN
4843,19760226,27.9,24,6.4,24,4.6,24,NaN,NaN,NaN
4843,19760227,14.2,24,6.0,24,4.3,24,NaN,NaN,NaN
4843,19760228,16.3,24,7.2,24,5.0,24,NaN,NaN,NaN
4843,19760229,19.7,24,7.5,24,3.8,24,NaN,NaN,NaN
4843,19760301,24.9,24,12.8,24,12.8,24,NaN,NaN,NaN
4843,19760302,23.7,24,9.4,24,7.6,24,NaN,NaN,NaN
4843,19760303,23.9,24,13.0,24,12.5,24,NaN,NaN,NaN
4843,19760304,17.6,24,13.2,24,11.8,24,NaN,NaN,NaN
4843,19760305,20.2,24,8.4,24,7.4,24,NaN,NaN,NaN
4843,19760306,16.1,24,3.8,24,2.9,24,NaN,NaN,NaN
4843,19760307,21.1,24,9.0,24,7.6,24,NaN,NaN,NaN
4843,19760308,21.0,24,12.8,24,12.8,24,NaN,NaN,NaN
4843,19760309,29.0,24,12.5,24,11.3,24,NaN,NaN,NaN
4843,19760310,14.9,24,10.3,24,9.3,24,NaN,NaN,NaN
4843,19760311,16.4,24,12.6,24,10.8,24,NaN,NaN,NaN
4843,19760312,22.5,24,14.8,24,13.6,24,NaN,NaN,NaN
4843,19760313,21.0,24,5.0,24,2.0,24,NaN,NaN,NaN
4843,19760314,21.4,24,12.6,24,12.4,24,NaN,NaN,NaN
4843,19760315,16.9,24,7.2,24,2.4,24,NaN,NaN,NaN
4843,19760316,19.9,24,9.3,24,6.0,24,NaN,NaN,NaN
4843,19760317,20.0,24,7.9,24,6.8,24,NaN,NaN,NaN
4843,19760318,21.2,24,9.5,24,8.0,24,NaN,NaN,NaN
4843,19760319,21.7,24,13.3,24,11.3,24,NaN,NaN,NaN
4843,19760320,25.2,24,5.0,24,2.0,24,NaN,NaN,NaN
4843,19760321,27.8,24,9.0,24,5.6,24,NaN,NaN,NaN
4843,19760322,23.0,24,14.4,24,10.0,24,NaN,NaN,NaN
4843,19760323,31.6,24,18.2,24,15.1,24,NaN,NaN,NaN
4843,19760324,24.4,24,11.4,24,10.0,24,NaN,NaN,NaN
4843,19760325,17.4,24,2.8,24,1.9,24,NaN,NaN,NaN
4843,19760326,21.2,24,9.4,24,7.6,24,NaN,NaN,NaN
4843,19760327,22.5,24,8.2,24,7.6,24,NaN,NaN,NaN
4843,19760328,13.4,24,9.0,24,8.7,24,NaN,NaN,NaN
4843,19760329,14.5,24,9.8,24,9.6,24,NaN,NaN,NaN
4843,19760330,17.4,24,10.0,24,8.7,24,NaN,NaN,NaN
4843,19760331,19.7,24,12.0,24,11.3,24,NaN,NaN,NaN
4843,19760401,14.8,24,9.8,24,8.4,24,NaN,NaN,NaN
4843,19760402,14.8,24,4.3,24,1.5,24,NaN,NaN,NaN
4843,19760403,15.3,24,4.5,24,2.6,24,NaN,NaN,NaN
4843,19760404,23.2,24,11.3,24,6.9,24,NaN,NaN,NaN
4843,19760405,14.8,24,4.7,24,0.2,24,NaN,NaN,NaN
4843,19760406,15.8,24,4.2,24,1.8,24,NaN,NaN,NaN
4843,19760407,18.5,24,4.0,24,3.0,24,NaN,NaN,NaN
4843,19760408,24.0,24,8.3,24,5.3,24,NaN,NaN,NaN
4843,19760409,23.1,24,10.3,24,6.6,24,NaN,NaN,NaN
4843,19760410,12.9,24,3.4,24,0.7,24,NaN,NaN,NaN
4843,19760411,14.6,24,8.4,24,8.8,24,NaN,NaN,NaN
4843,19760412,16.2,24,6.7,24,1.1,24,NaN,NaN,NaN
4843,19760413,17.0,24,3.9,24,0.9,24,NaN,NaN,NaN
4843,19760414,17.8,24,9.0,24,11.0,24,NaN,NaN,NaN
4843,19760415,12.9,24,9.3,24,9.0,24,NaN,NaN,NaN
4843,19760416,14.4,24,5.1,24,1.8,24,NaN,NaN,NaN
4843,19760417,18.4,24,10.4,24,8.4,24,NaN,NaN,NaN
4843,19760418,17.3,24,6.0,24,5.0,24,NaN,NaN,NaN
4843,19760419,17.1,24,8.7,24,10.3,24,NaN,NaN,NaN
4843,19760420,17.1,24,10.6,24,9.3,24,NaN,NaN,NaN
4843,19760421,13.0,24,1.6,24,-1.5,24,NaN,NaN,NaN
4843,19760422,12.9,24,-3.0,24,-5.7,24,NaN,NaN,NaN
4843,19760423,12.9,24,0.2,24,-2.0,24,NaN,NaN,NaN
4843,19760424,10.4,24,4.0,24,2.9,24,NaN,NaN,NaN
4843,19760425,14.0,24,-2.1,24,-4.0,24,NaN,NaN,NaN
4843,19760426,16.0,24,1.4,24,-0.1,24,NaN,NaN,NaN
4843,19760427,19.1,24,7.0,24,3.8,24,NaN,NaN,NaN
4843,19760428,19.6,24,10.0,24,6.2,24,NaN,NaN,NaN
4843,19760429,18.0,24,11.5,24,11.0,24,NaN,NaN,NaN
4843,19760430,23.5,24,11.5,24,7.9,24,NaN,NaN,NaN
4843,19760501,14.1,24,3.3,24,1.6,24,NaN,NaN,NaN
4843,19760502,11.9,24,3.8,24,1.6,24,NaN,NaN,NaN
4843,19760503,13.4,24,4.3,24,0.0,24,NaN,NaN,NaN
4843,19760504,15.7,24,5.9,24,5.0,24,NaN,NaN,NaN
4843,19760505,15.0,24,1.4,24,-1.8,24,NaN,NaN,NaN
4843,19760506,14.6,24,5.8,24,3.6,24,NaN,NaN,NaN
4843,19760507,16.8,24,4.4,24,0.8,24,NaN,NaN,NaN
4843,19760508,12.3,24,-1.7,24,-4.6,24,NaN,NaN,NaN
4843,19760509,17.7,24,1.6,24,-1.7,24,NaN,NaN,NaN
4843,19760510,8.9,24,-1.9,24,-5.4,24,NaN,NaN,NaN
4843,19760511,14.9,24,0.3,24,-3.1,24,NaN,NaN,NaN
4843,19760512,10.5,24,-1.0,24,-3.7,24,NaN,NaN,NaN
4843,19760513,8.9,24,-2.3,24,-5.2,24,NaN,NaN,NaN
4843,19760514,14.1,24,-0.2,24,-3.0,24,NaN,NaN,NaN
4843,19760515,13.4,24,7.3,24,6.0,24,NaN,NaN,NaN
4843,19760516,15.0,24,0.0,24,-2.0,24,NaN,NaN,NaN
4843,19760517,13.5,24,4.3,24,4.3,24,NaN,NaN,NaN
4843,19760518,14.0,24,1.0,24,-0.2,24,NaN,NaN,NaN
4843,19760519,17.7,24,9.0,24,7.6,24,NaN,NaN,NaN
4843,19760520,19.0,24,6.5,24,3.9,24,NaN,NaN,NaN
4843,19760521,12.1,24,2.2,24,-0.3,24,NaN,NaN,NaN
4843,19760522,12.8,24,1.2,24,-1.8,24,NaN,NaN,NaN
4843,19760523,9.3,24,-2.2,24,-5.7,24,NaN,NaN,NaN
4843,19760524,10.8,24,-0.7,24,-2.9,24,NaN,NaN,NaN
4843,19760525,15.3,24,0.5,24,-0.6,24,NaN,NaN,NaN
4843,19760526,14.1,24,4.7,24,2.5,24,NaN,NaN,NaN
4843,19760527,13.5,24,-0.4,24,-1.9,24,NaN,NaN,NaN
4843,19760528,13.2,24,2.3,24,-2.8,24,NaN,NaN,NaN
4843,19760529,16.9,24,2.2,24,0.7,24,NaN,NaN,NaN
4843,19760530,19.8,24,5.8,24,3.3,24,NaN,NaN,NaN
4843,19760531,16.8,24,8.0,24,5.4,24,NaN,NaN,NaN
4843,19760601,17.2,24,2.3,24,-1.1,24,NaN,NaN,NaN
4843,19760602,18.0,24,5.0,24,4.4,24,NaN,NaN,NaN
4843,19760603,22.0,24,7.1,24,5.3,24,NaN,NaN,NaN
4843,19760604,17.6,24,4.7,24,3.5,24,NaN,NaN,NaN
4843,19760605,8.4,24,-2.1,24,-5.7,24,NaN,NaN,NaN
4843,19760606,9.0,24,-1.6,24,-2.3,24,NaN,NaN,NaN
4843,19760607,8.0,24,-4.3,24,-7.0,24,NaN,NaN,NaN
4843,19760608,8.8,24,-3.5,24,-2.8,24,NaN,NaN,NaN
4843,19760609,15.2,24,4.9,24,3.8,24,NaN,NaN,NaN
4843,19760610,17.5,24,7.5,24,4.7,24,NaN,NaN,NaN
4843,19760611,11.4,24,-4.3,24,-7.4,24,NaN,NaN,NaN
4843,19760612,9.5,24,-3.8,24,-7.3,24,NaN,NaN,NaN
4843,19760613,9.2,24,-3.7,24,-6.3,24,NaN,NaN,NaN
4843,19760614,9.6,24,-4.3,24,-7.5,24,NaN,NaN,NaN
4843,19760615,10.3,24,-2.0,24,-3.2,24,NaN,NaN,NaN
4843,19760616,8.5,24,5.1,24,4.7,24,NaN,NaN,NaN
4843,19760617,9.2,24,3.5,24,0.5,24,NaN,NaN,NaN
4843,19760618,7.3,24,3.9,24,2.7,24,NaN,NaN,NaN
4843,19760619,7.3,24,-3.6,24,-6.4,24,NaN,NaN,NaN
4843,19760620,9.4,24,-2.6,24,-2.5,24,NaN,NaN,NaN
4843,19760621,5.0,24,0.2,24,-0.3,24,NaN,NaN,NaN
4843,19760622,2.4,24,0.0,24,-0.1,24,NaN,NaN,NaN
4843,19760623,6.2,24,1.8,24,0.0,24,NaN,NaN,NaN
4843,19760624,7.6,24,0.7,24,-2.1,24,NaN,NaN,NaN
4843,19760625,7.6,24,1.4,24,-1.0,24,NaN,NaN,NaN
4843,19760626,10.9,24,-2.9,24,-5.9,24,NaN,NaN,NaN
4843,19760627,10.1,24,-2.8,24,-5.2,24,NaN,NaN,NaN
4843,19760628,11.7,24,-1.8,24,-3.1,24,NaN,NaN,NaN
4843,19760629,9.8,24,-0.9,24,-2.7,24,NaN,NaN,NaN
4843,19760630,12.0,24,0.4,24,-1.1,24,NaN,NaN,NaN
4843,19760701,8.6,24,-1.0,24,-4.6,24,NaN,NaN,NaN
4843,19760702,12.8,24,0.1,24,-1.5,24,NaN,NaN,NaN
4843,19760703,8.2,24,-3.3,24,-6.8,24,NaN,NaN,NaN
4843,19760704,10.9,24,-5.3,24,-8.9,24,NaN,NaN,NaN
4843,19760705,11.5,24,-4.6,24,-6.7,24,NaN,NaN,NaN
4843,19760706,11.1,24,-5.3,24,-8.0,24,NaN,NaN,NaN
4843,19760707,5.7,24,-3.8,24,-5.3,24,NaN,NaN,NaN
4843,19760708,5.5,24,3.2,24,3.1,24,NaN,NaN,NaN
4843,19760709,9.0,24,3.7,24,1.2,24,NaN,NaN,NaN
4843,19760710,12.2,24,0.3,24,-2.0,24,NaN,NaN,NaN
4843,19760711,9.4,24,0.4,24,-4.1,24,NaN,NaN,NaN
4843,19760712,13.9,24,0.4,24,-1.9,24,NaN,NaN,NaN
4843,19760713,8.7,24,-4.6,24,-6.5,24,NaN,NaN,NaN
4843,19760714,13.7,24,-2.9,24,-5.4,24,NaN,NaN,NaN
4843,19760715,15.3,24,0.4,24,-0.9,24,NaN,NaN,NaN
4843,19760716,11.8,24,3.6,24,2.0,24,NaN,NaN,NaN
4843,19760717,6.1,24,1.6,24,0.6,24,NaN,NaN,NaN
4843,19760718,7.3,24,3.8,24,3.0,24,NaN,NaN,NaN
4843,19760719,10.8,24,0.4,24,-3.5,24,NaN,NaN,NaN
4843,19760720,8.1,24,-0.4,24,-3.6,24,NaN,NaN,NaN
4843,19760721,15.1,24,-0.6,24,-3.7,24,NaN,NaN,NaN
4843,19760722,12.4,24,1.3,24,-2.2,24,NaN,NaN,NaN
4843,19760723,15.1,24,-1.2,24,-3.7,24,NaN,NaN,NaN
4843,19760724,13.8,24,-1.6,24,-4.1,24,NaN,NaN,NaN
4843,19760725,10.0,24,0.5,24,-1.8,24,NaN,NaN,NaN
4843,19760726,11.0,24,-1.4,24,-3.2,24,NaN,NaN,NaN
4843,19760727,12.9,24,-1.2,24,-3.2,24,NaN,NaN,NaN
4843,19760728,12.0,24,1.2,24,0.0,24,NaN,NaN,NaN
4843,19760729,11.8,24,-1.8,24,-4.2,24,NaN,NaN,NaN
4843,19760730,11.1,24,-0.5,24,-2.0,24,NaN,NaN,NaN
4843,19760731,12.4,24,3.4,24,3.6,24,NaN,NaN,NaN
4843,19760801,9.4,24,-1.6,24,-4.7,24,NaN,NaN,NaN
4843,19760802,9.4,24,-3.6,24,-6.3,24,NaN,NaN,NaN
4843,19760803,9.1,24,-3.3,24,-6.6,24,NaN,NaN,NaN
4843,19760804,9.2,24,-2.0,24,-2.1,24,NaN,NaN,NaN
4843,19760805,6.5,24,3.3,24,3.2,24,NaN,NaN,NaN
4843,19760806,6.8,24,3.6,24,2.8,24,NaN,NaN,NaN
4843,19760807,7.9,24,-2.7,24,-5.4,24,NaN,NaN,NaN
4843,19760808,9.4,24,-0.2,24,-3.8,24,NaN,NaN,NaN
4843,19760809,9.9,24,3.2,24,1.7,24,NaN,NaN,NaN
4843,19760810,9.1,24,5.0,24,5.4,24,NaN,NaN,NaN
4843,19760811,9.4,24,7.0,24,6.8,24,NaN,NaN,NaN
4843,19760812,11.2,24,8.8,24,8.6,24,NaN,NaN,NaN
4843,19760813,10.9,24,8.7,24,8.6,24,NaN,NaN,NaN
4843,19760814,12.5,24,3.0,24,-0.3,24,NaN,NaN,NaN
4843,19760815,18.1,24,4.0,24,2.6,24,NaN,NaN,NaN
4843,19760816,10.5,24,6.6,24,6.5,24,NaN,NaN,NaN
4843,19760817,9.1,24,1.5,24,-0.7,24,NaN,NaN,NaN
4843,19760818,10.2,24,0.6,24,-2.1,24,NaN,NaN,NaN
4843,19760819,10.8,24,0.0,24,-2.0,24,NaN,NaN,NaN
4843,19760820,15.6,24,0.7,24,-2.1,24,NaN,NaN,NaN
4843,19760821,14.5,24,3.6,24,1.2,24,NaN,NaN,NaN
4843,19760822,13.6,24,2.1,24,-0.7,24,NaN,NaN,NaN
4843,19760823,11.0,24,3.0,24,3.1,24,NaN,NaN,NaN
4843,19760824,17.6,24,-1.4,24,-4.3,24,NaN,NaN,NaN
4843,19760825,15.0,24,4.7,24,1.8,24,NaN,NaN,NaN
4843,19760826,17.1,24,7.1,24,5.5,24,NaN,NaN,NaN
4843,19760827,15.5,24,4.6,24,3.9,24,NaN,NaN,NaN
4843,19760828,6.7,24,4.5,24,3.9,24,NaN,NaN,NaN
4843,19760829,6.3,24,4.8,24,4.8,24,NaN,NaN,NaN
4843,19760830,7.5,24,4.8,24,4.2,24,NaN,NaN,NaN
4843,19760831,7.9,24,0.6,24,-1.2,24,NaN,NaN,NaN
4843,19760901,9.4,24,1.3,24,-0.4,24,NaN,NaN,NaN
4843,19760902,9.2,24,-3.0,24,-5.9,24,NaN,NaN,NaN
4843,19760903,9.4,24,-1.7,24,-5.2,24,NaN,NaN,NaN
4843,19760904,10.6,24,-2.5,24,-5.4,24,NaN,NaN,NaN
4843,19760905,11.8,24,0.6,24,-2.0,24,NaN,NaN,NaN
4843,19760906,13.4,24,3.7,24,5.0,24,NaN,NaN,NaN
4843,19760907,12.2,24,8.0,24,8.0,24,NaN,NaN,NaN
4843,19760908,11.0,24,6.8,24,5.1,24,NaN,NaN,NaN
4843,19760909,11.2,24,4.1,24,1.5,24,NaN,NaN,NaN
4843,19760910,10.7,24,6.3,24,6.8,24,NaN,NaN,NaN
4843,19760911,11.4,24,8.8,24,7.2,24,NaN,NaN,NaN
4843,19760912,12.2,24,6.6,24,3.1,24,NaN,NaN,NaN
4843,19760913,17.0,24,6.0,24,2.8,24,NaN,NaN,NaN
4843,19760914,11.0,24,6.9,24,5.9,24,NaN,NaN,NaN
4843,19760915,12.3,24,7.0,24,6.2,24,NaN,NaN,NaN
4843,19760916,9.6,24,5.5,24,5.1,24,NaN,NaN,NaN
4843,19760917,10.6,24,2.3,24,-0.1,24,NaN,NaN,NaN
4843,19760918,11.1,24,-1.0,24,-4.0,24,NaN,NaN,NaN
4843,19760919,16.7,24,5.4,24,3.9,24,NaN,NaN,NaN
4843,19760920,10.2,24,4.9,24,1.2,24,NaN,NaN,NaN
4843,19760921,12.0,24,-0.4,24,-3.2,24,NaN,NaN,NaN
4843,19760922,13.8,24,4.0,24,1.0,24,NaN,NaN,NaN
4843,19760923,10.8,24,6.9,24,6.1,24,NaN,NaN,NaN
4843,19760924,10.4,24,5.1,24,2.2,24,NaN,NaN,NaN
4843,19760925,14.0,24,7.6,24,6.8,24,NaN,NaN,NaN
4843,19760926,11.2,24,6.4,24,5.7,24,NaN,NaN,NaN
4843,19760927,8.8,24,3.7,24,-0.2,24,NaN,NaN,NaN
4843,19760928,10.8,24,-2.6,24,-6.0,24,NaN,NaN,NaN
4843,19760929,12.0,24,3.2,24,-0.5,24,NaN,NaN,NaN
4843,19760930,13.9,24,2.0,24,-1.9,24,NaN,NaN,NaN
4843,19761001,9.2,24,-0.7,24,-4.2,24,NaN,NaN,NaN
4843,19761002,13.8,24,6.5,24,5.0,24,NaN,NaN,NaN
4843,19761003,10.8,24,-1.7,24,-6.3,24,NaN,NaN,NaN
4843,19761004,9.8,24,4.3,24,1.6,24,NaN,NaN,NaN
4843,19761005,9.9,24,-4.2,24,-9.3,24,NaN,NaN,NaN
4843,19761006,10.5,24,5.1,24,5.0,24,NaN,NaN,NaN
4843,19761007,12.6,24,9.0,24,7.9,24,NaN,NaN,NaN
4843,19761008,14.9,24,3.2,24,-0.4,24,NaN,NaN,NaN
4843,19761009,19.7,24,8.2,24,5.4,24,NaN,NaN,NaN
4843,19761010,18.6,24,10.2,24,6.4,24,NaN,NaN,NaN
4843,19761011,20.6,24,8.5,24,4.0,24,NaN,NaN,NaN
4843,19761012,16.3,24,7.5,24,6.5,24,NaN,NaN,NaN
4843,19761013,10.8,24,2.0,24,-1.4,24,NaN,NaN,NaN
4843,19761014,11.7,24,8.0,24,7.0,24,NaN,NaN,NaN
4843,19761015,9.6,24,-0.1,24,-3.4,24,NaN,NaN,NaN
4843,19761016,11.4,24,-1.6,24,-5.2,24,NaN,NaN,NaN
4843,19761017,12.6,24,6.3,24,4.2,24,NaN,NaN,NaN
